image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21098
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21098
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20835
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20829
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20835
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20829
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20816
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20816
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20795
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20795
image_ori.size: (1914, 1052) gt_image_ori.size: (1914, 1052) index_num: 17711
image_ori.size: (1914, 1052) gt_image_ori.size: (1914, 1052) index_num: 17711
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20820
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20822
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20819
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20803
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20820
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20822
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20819
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20803
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20812
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20812
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20826
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20842
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20824
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20831
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21099
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20826
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20842
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20824
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20802
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20831
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21099
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20811
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20802
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20845
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20811
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20843
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20817
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20845
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20843
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20800
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20817
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20800
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20836
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20836
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20828
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20828
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20825
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20825
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20798
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20798
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20833
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20833
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20834
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20801
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20834
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20807
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20801
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20807
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20806
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20844
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20806
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20844
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20818
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20818
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20810
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20810
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20813
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20813
image_ori.size: (1914, 1052) gt_image_ori.size: (1914, 1052) index_num: 15195
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21097
image_ori.size: (1914, 1052) gt_image_ori.size: (1914, 1052) index_num: 15195
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21097
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20841
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20840
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20849
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20848
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20851
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20846
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20808
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20850
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20804
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20847
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20827
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20815
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20805
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 20830
image_ori.size: (1276, 697) gt_image_ori.size: (1276, 697) index_num: 21098
